rally_id,ball_round,player,type,landing_x,landing_y,rally_length
21200,1,32,short service,0.3836703658536586,0.7854039583333332,8
21200,2,19,net shot,1.1834603353658535,-0.6417379166666665,8
21200,3,32,lob,-0.9143854573170732,1.3580480729166666,8
21200,4,19,clear,0.8119591768292681,-1.679440546875,8
21200,5,32,smash,0.9310300609756099,1.0466341666666665,8
21200,6,19,defensive shot,1.376538353658536,-0.7795712239583334,8
21200,7,32,lob,-0.7348632012195121,1.4494786458333333,8
21200,8,19,smash,0.8053644817073173,-0.2887334114583335,8
21400,1,19,net shot,-1.2672016463414633,-0.6857345833333334,5
21400,2,32,net shot,-1.199789207317073,0.6757560156249998,5
21400,3,19,net shot,-1.390668993902439,-0.4423780208333333,5
21400,4,32,lob,-0.9700739939024391,1.1937480208333333,5
21400,5,19,smash,-0.7744313719512195,0.05224075520833319,5
21500,1,19,lob,-0.7835906707317073,-1.2910324739583334,7
21500,2,32,smash,-0.06440253048780471,1.1243157812499998,7
21500,3,19,defensive shot,0.6998493597560974,-0.9631198177083332,7
21500,4,32,net shot,-1.018801463414634,0.9644841406250002,7
21500,5,19,net shot,-0.08675121951219501,-0.6482686718749999,7
21500,6,32,net shot,-0.930872195121951,0.7317830208333334,7
21500,7,19,lob,-1.1851343292682925,-0.7256065625,7
21600,1,19,short service,-0.9184155487804878,-0.6737042447916668,8
21600,2,32,lob,1.1145824085365854,1.4855696614583334,8
21600,3,19,drop,1.2369506402439026,-0.9352781770833332,8
21600,4,32,net shot,1.1398620731707314,0.6891612499999997,8
21600,5,19,net shot,1.4959756097560977,-0.3633215104166669,8
21600,6,32,lob,-0.7901853658536585,1.4694146354166666,8
21600,7,19,smash,-1.4060566158536585,-1.2209127864583336,8
21600,8,32,defensive shot,-1.0818174390243902,0.8342127604166668,8
21700,1,19,lob,1.0969965548780491,-1.2466920833333335,11
21700,2,32,clear,1.2867772256097563,0.9706711718750002,11
21700,3,19,drop,1.3285436280487808,-0.7936639062499999,11
21700,4,32,drop,1.0563292682926833,0.64997671875,11
21700,5,19,lob,-1.1078298475609756,-1.154230338541667,11
21700,6,32,clear,0.7280599999999999,0.89333328125,11
